Drug,SMILES,Groups
"Kifunensine",[H][C@]12NC(=O)C(=O)N1[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O,Experimental
"beta-D-galactopyranosyl-(1->4)-beta-D-galactopyranose",[H][C@@]1(O)O[C@]([H])(CO)[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,Experimental
"RPR131247",NC(=N)C1=CC=C(O)C(CN2CC[C@H](NS(=O)(=O)C3=CC4=C(S3)C=CC=N4)C2=O)=C1,Experimental
"Uridine",OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,Experimental;Investigational
"Phthalic Acid",OC(=O)C1=CC=CC=C1C(O)=O,Experimental
"Diamino-N-[(4S)-5-anilino-4-{[(2S)-2-{[(1R)-1-carboxyethyl]amino}-4-phenylbutanoyl]amino}-5-oxopentyl]methaniminium",[H]N([H])C(N([H])[H])=[N+]([H])CCC[C@H](N([H])C(=O)[C@H](CCC1=CC=CC=C1)N([H])[C@H](C)C(O)=O)C(=O)N([H])C1=CC=CC=C1,Experimental
"Pyromellitic Acid",OC(=O)C1=CC(C(O)=O)=C(C=C1C(O)=O)C(O)=O,Experimental
"S-(Methylmercury)-L-Cysteine",C[Hg]SC[C@@H](N)C(O)=O,Experimental
"Glycocyamine",NC(N)=NCC(O)=O,Experimental
"Tosyl-D-Proline",[H][C@@]1(CCCN1S(=O)(=O)C1=CC=C(C)C=C1)C(O)=O,Experimental
"Selenoinosine",[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C2N=CN=C3[SeH])[C@]([H])(O)[C@]1([H])O,Experimental
"9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine",CCCCN1C(CC2=CC(OC)=C(OC)C(OC)=C2)=NC2=C(N)N=CN=C12,Experimental
"1-3 Sugar Ring of Pentamannosyl 6-Phosphate",[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O[C@@]3([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]3([H])O)[C@]2([H])O)[C@]1([H])O,Experimental
"Pyroquilon",O=C1CCC2=CC=CC3=C2N1CC3,Experimental
"Pyrazole",N1C=CC=N1,Experimental
"Indolylpropionic Acid",OC(=O)CCC1=CNC2=CC=CC=C12,Experimental
"4-methyl-umbelliferyl-N-acetyl-chitobiose",[H]N([C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@@H](OC3=CC4=C(C=C3)C(C)=CC(=O)O4)[C@H](N([H])C(C)=O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O)C(C)=O,Experimental
"1,6-Di-O-Phosphono-D-Allitol",[H][C@](O)(COP(O)(O)=O)[C@]([H])(O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O,Experimental
"S-Mercaptocysteine",N[C@@H](CSS)C(O)=O,Experimental
"RU79072",OP(O)(=O)OC1=CC=CC2=CC=C(N=C12)C#N,Experimental
"5-Mercapto-2-Nitro-Benzoic Acid",OC(=O)C1=CC(S)=CC=C1[N+]([O-])=O,Experimental
"R-9-(2-hydroxypropyl)adenine",C[C@@H](O)CN1C=NC2=C1N=CN=C2N,Experimental
"N-[(2R)-4-diazonio-3-oxoniumylidene-1-phenylbutan-2-yl]-1-phenylmethoxymethanimidate",[O-]\C(OCC1=CC=CC=C1)=N/[C@H](CC1=CC=CC=C1)C(=[OH+])C[N+]#N,Experimental
"3-Hydroxy-Myristic Acid",[H][C@@](O)(CCCCCCCCCCC)CC(O)=O,Experimental
"Tert-Butyloxycarbonyl Group",CC(C)(C)OC=O,Experimental
"7-alpha-D-Ribofuranosyl-2-aminopurine-5'-phosphate",[H]N([H])C1=NC=C2N(C=NC2=N1)[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,Experimental
"Sucrose",OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,Approved;Experimental;Investigational
"(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid",CCCOC1=CC=C(CC(O)=O)C=C1Cl,Experimental
"1,3-Propandiol",OCCCO,Experimental
"1-Hexadecanosulfonic Acid",CCCCCCCCCCCCCCCCS(O)(=O)=O,Experimental
"Diundecyl Phosphatidyl Choline",[H][C@@](COC(=O)CCCCCCCCCCC)(COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC,Experimental
"2,5-Anhydroglucitol-1,6-Biphosphate",[H][C@]1(O)[C@]([H])(O)[C@]([H])(COP(O)(O)=O)O[C@]1([H])COP(O)(O)=O,Experimental
"Dodecane-Trimethylamine",CCCCCCCCCCCC[N+](C)(C)C,Experimental
"Beta-3-Cysteine",[H][C@](N)(CS)CC(O)=O,Experimental
"4-{(Z)-[2-[3-(Methylsulfanyl)Propanoyl]-5-Oxo-1-(2-Oxoethyl)-1,5-Dihydro-4h-Imidazol-4-Ylidene]Methyl}Benzenolate",[H]\C(=C1/N=C(N(CC=O)C1=O)C(=O)CCSC)C1=CC=C([O-])C=C1,Experimental
"4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate",CC1=NC=C(COP(O)(O)=O)C(CNOCC(O)=O)=C1O,Experimental
"N-(Bromoacetyl)-beta-alanyl-N-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-L-serinamide",[H]N(CCC(=O)N([H])[C@@]([H])(CO)C(=O)N([H])CCC1=CC=C(C=C1)N([H])C(=O)C(O)=O)C(=O)CBr,Experimental
"(2S)-1-[(2S,4R)-4-Benzyl-2-hydroxy-5-{[(1S,2R,5S)-2-hydroxy-5-methylcyclopentyl]amino}-5-oxopentyl]-4-{[6-chloro-5-(4-methyl-1-piperazinyl)-2-pyrazinyl]carbonyl}-N-(2-methyl-2-propanyl)-2-piperazineca rboxamide",[H]N([C@H]1[C@@H](C)CC[C@H]1O)C(=O)[C@@H](C[C@H](O)CN1CCN(C[C@H]1C(=O)N([H])C(C)(C)C)C(=O)C1=CN=C(N2CCN(C)CC2)C(Cl)=N1)CC1=CC=CC=C1,Experimental
"2-Anhydro-3-Fluoro-Quinic Acid",[H][C@@]1(O)C[C@@](O)(C=C(F)[C@@]1([H])O)C(O)=O,Experimental
"N-Acetylmannosaminitol",[H][C@@](C)(O)N[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Experimental
"(S)-acetoin",C[C@H](O)C(C)=O,Experimental
"Pregnenolone",[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,Approved;Experimental
"Phenyl-uridine-5'-diphosphate",[H]N1C(=O)C=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OC3=CC=CC=C3)[C@@H](O)[C@H]2O)C1=O,Experimental
"Deglucobalhimycin",[H]N([H])C(=O)C[C@@H]1N([H])C(=O)[C@H](N([H])C(=O)[C@@H](CC(C)C)N([H])C)[C@H](O)C2=CC(Cl)=C(OC3=C(O)C4=CC(=C3)[C@@]([H])(N([H])C1=O)C(=O)N([H])[C@]1([H])C3=CC(=C(O)C=C3)C3=C(C=C(O)C=C3O)[C@H](N([H])C(=O)[C@@]([H])(N([H])C1=O)[C@H](O[C@H]1C[C@](C)(N([H])[H])C(O)(O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C=C2,Experimental
"Isochorismic Acid",[H][C@]1(O)C(=CC=C[C@]1([H])OC(=C)C([O-])=O)C([O-])=O,Experimental
"(2S)-2-({4-[(2S)-1-(2-Amino-4-oxo-1,4-dihydro-6-quinazolinyl)-3-{[2-({(2R,3R,4S,5R)-3,4-dihydroxy-5-[(phosphonooxy)methyl]tetrahydro-2-furanyl}amino)-2-oxoethyl]amino}-2-hydroxy-2-propanyl]benzoyl}ami no)pentanedioic acid",[H]N([H])C1=NC(=O)C2=C(C=CC(CC(O)(CN([H])CC(=O)N([H])[C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C3=CC=C(C=C3)C(=O)N([H])[C@@H](CCC(O)=O)C(O)=O)=C2)N1[H],Experimental
"P-Anisic Acid",COC1=CC=C(C=C1)C(O)=O,Experimental
"9-deazainosine",[H]N1C=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(=O)N=CN2[H],Experimental
"3-Nitrophenylboronic Acid",OB(O)C1=CC=CC(=C1)[N+]([O-])=O,Experimental
"Alpha-Methylene Adenosine Monophosphate",[H][C@]1(COP(C)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,Experimental
"N-[2-(1-Maleimidyl)Ethyl]-7-Diethylaminocoumarin-3-Carboxamide",CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)N\C=C/N1C(=O)CCC1=O)C(=O)O2,Experimental
"5-hydroxymethyl-5,6-dihydrofolic acid",NC1=NC2=C(N(CO)[C@@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(=O)N1,Experimental
"2,3-Anhydro-quinic acid",[H][C@@]1(O)C[C@@](O)(C=C[C@@]1([H])O)C(O)=O,Experimental
"3-(alpha-D-Galactopyranosyloxy)-5-nitrobenzamide",[H]N([H])C(=O)C1=CC(=CC(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)=C1)[N+]([O-])=O,Experimental
"3-Phenyl-1,2-Propandiol",OC[C@@H](O)CC1=CC=CC=C1,Experimental
"A-98881",[H][C@@]1(O)CN(CC2=CC=CC=C2)N(CC2=CC(OC)=C(O)C=C2)C(=O)N(CC2=CC(OC)=C(O)C=C2)[C@]1([H])CC1=CC=CC=C1,Experimental
"Arabinouridine 3'-phosphate",[H]N1C(=O)C=CN([C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@H]2O)C1=O,Experimental
"2-Methoxyethanol",COCCO,Experimental
"3-deoxy-D-lyxo-hexonic acid",[H][C@](O)(C[C@@]([H])(O)[C@]([H])(O)CO)C(O)=O,Experimental
"Trifluorofurnesyl Diphosphate",CC(C)=CCC\C(C)=C\CC\C(=C\CO[P@@](=O)(O)OP(O)(O)=O)C(F)(F)F,Experimental
"Brodimoprim-4,6-Dicarboxylate",COC1=CC(CC2=C[NH+]=C(N)N=C2N)=CC(OCCC[C@@H](CCC([O-])=O)C([O-])=O)=C1Br,Experimental
"N-(2-Acetamido)Iminodiacetic Acid",NC(=O)CN(CC(O)=O)CC(O)=O,Experimental
"Diethylphosphono Group",CCOP(=O)OCC,Experimental
"(2S,4R)-1-acetyl-N-[(2S)-1-(1,3-benzothiazol-2-yl)-5-(diaminomethylideneamino)-1-oxopentan-2-yl]-4-hydroxypyrrolidine-2-carboxamide",[H]N([H])C(=NCCC[C@H](N([H])C(=O)[C@@H]1C[C@@H](O)CN1C(C)=O)C(=O)C1=NC2=CC=CC=C2S1)N([H])[H],Experimental
"2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone",CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1=O,Experimental
"3'-Deazo-Thiamin Diphosphate",CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=C(N)C=C(C)N=C1,Experimental
"7-(1-Methyl-1,2,3-Triazol-4-Yl)-6-Formyl-2,7-Dihydro-[1,4]Thiazepine-3-Carboxylic Acid, Brl42715, C6-(N1-Methyl-1,2,3-Triazolylmethylene)Penem",[H][C@@]1(SC=C(NC=C1C=O)C(O)=O)C1=CN(C)N=N1,Experimental
"5-Exo-Hydroxycamphor",[H][C@@]1(O)C[C@@]2(C)C(=O)C[C@]1([H])C2(C)C,Experimental
"Iodo-Willardiine",N[C@@H](CN1C=C(I)C(=O)NC1=O)C(O)=O,Experimental
"Mono-[3,4-Dihydroxy-5-(5-Methyl-Benzoimidazol-1-Yl)-Tetrahydor-Furan-2-Ylmethyl] Ester",[H][C@]1(COP(O)(O)=O)O[C@]([H])(N2C=NC3=C2C=CC(C)=C3)[C@]([H])(O)[C@]1([H])O,Experimental
"1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct",[H][C@@](N1C=NC2=NN(C=C2C1=S)[C@@]1([H])C=CN(C=C1C([O-])=N)[C@]1([H])O[C@]([H])(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])([O-])[C@]2([H])[O-])[C@@]([H])(O)[C@@]1([H])O)(C(=O)N1CCCCCC1)C1=CC=CC=C1,Experimental
"Canaline",NOCC[C@H](N)C(O)=O,Experimental
"Para-Bromobenzyl Alcohol",OCC1=CC=C(Br)C=C1,Experimental
"Phosphonoacetic Acid",OC(=O)CP(O)(O)=O,Experimental
"N-Pyridoxyl-Glycine-5-Monophosphate",CC1=NC=C(COP(O)(O)=O)C(CNCC(O)=O)=C1O,Experimental
"Methylphosphinate",CP([O-])=O,Experimental
"7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",[H][C@@]1(COC2=NS(=O)(=O)C3=C2C=CC=C3)OCCC2=C1SC(NC(=O)C(O)=O)=C2C(O)=O,Experimental
"5-Fluorolevulinic Acid",OC(=O)CCC(=O)CF,Experimental
"4-(Acetylamino)-3-[(Aminoacetyl)Amino]Benzoic Acid",CC(=O)NC1=CC=C(C=C1NC(=O)C[NH3+])C(O)=O,Experimental
"FR236913",[H][C@](CO)(CCN1C=CC2=C1C=C(NC(=O)NCC1=CC=CC=C1)C=C2)N1C=NC(=C1)C(N)=O,Experimental
"Dihydrogenphosphate",[H]OP([O-])(=O)O[H],Experimental
"Siroheme",C[C@@]1(CC(O)=O)C2=CC3=C(CC(O)=O)C(CCC(O)=O)=C4C=C5N6C(=CC7=C(CCC(O)=O)[C@](C)(CC(O)=O)C8=CC(N2[Fe@]6(N34)N78)=C1CCC(O)=O)C(CC(O)=O)=C5CCC(O)=O,Experimental
"[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine",CC1=C(SC(N)=N1)C1=NC(NC2=CC=CC(=C2)[N+]([O-])=O)=NC=C1,Experimental
"IDD552",OC(=O)COC1=CC(F)=CC=C1C(=O)NCC1=NC2=C(S1)C(F)=CC(F)=C2F,Experimental
"Alpha-D-Glucose 1,6-Bisphosphate",O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O,Experimental
"Guanosine 5'-diphosphate 2':3'-cyclic monophosphate",[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@]2([H])O[P@](O)(=O)O[C@@]12[H],Experimental
"O4-Sulfonylgalactose",[H][C@@]1(O)O[C@]([H])(CO)[C@]([H])(OS(O)(=O)=O)[C@]([H])(O)[C@@]1([H])O,Experimental
"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",[O-]C(=O)C1=[NH+]CCC1,Experimental
"2,4-Dihydroxybenzoic Acid",OC(=O)C1=CC=C(O)C=C1O,Experimental
"4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid",CCC1=C(O)C=C(O)C(=C1)C1=NNC(C(O)=O)=C1C1=CC=C2OCOC2=C1,Experimental
"[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid",CCOC1=C(C(=O)NCB(O)O)C2=C(C=CC=C2)C=C1,Experimental
"9-amino-n-[3-(dimethylamino)propyl]acridine-4-carboxamide",CN(C)CCCNC(=O)C1=CC=CC2=C(N)C3=C(C=CC=C3)N=C12,Experimental
"alpha-D-glucose-1-phosphate",OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,Experimental
"S-Adenosyl-1,8-Diamino-3-Thiooctane",[H][C@]1(CSC(CCCCCN)=CCN)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,Experimental
"Methylphosphinic Acid",CP(O)=O,Experimental
"L-thioproline",[H][C@]1(CSCN1)C(O)=O,Experimental
"(2s,3r)-1-Amino-2-Methylbutane-2,3-Diol",[H][C@](C)(O)[C@@](C)(O)CN,Experimental
"{4-[3-(6,7-Diethoxy-Quinazolin-4-Ylamino)-Phenyl]-Thiazol-2-Yl}-Methanol",CCOC1=C(OCC)C=C2C(NC3=CC=CC(=C3)C3=CSC(CO)=N3)=NC=NC2=C1,Experimental
"N-Pyridoxyl-1-Amino-Cyclopropanecarboxylic Acid-5-Monophosphate",CC1=NC=C(COP(O)(O)=O)C(CNC2(CC2)C(O)=O)=C1O,Experimental
"DAS869",COC1=CC=C(C=C1)C1=C(C)C(=CC=C1S(C)(=O)=O)C(=O)C1=C(O)N(N=C1)C(C)(C)C,Experimental
"Thiocamphor",[H][C@@]12CC[C@@](C)(C(=S)C1)C2(C)C,Experimental
"Domoic Acid",[H]\C(\C(\[H])=C(\C)[C@@]1([H])CN[C@]([H])(C(O)=O)[C@@]1([H])CC(O)=O)=C(\[H])[C@@]([H])(C)C(O)=O,Experimental
"D-Proline",OC(=O)[C@H]1CCCN1,Experimental
"Aetiocholanolone",[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@]([H])(O)CC[C@]12C,Experimental
"N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline",[H][C@](O)(CC(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(O)=O)[C@@]([H])(C)CC)C(=O)NCCC,Experimental
"Methyl-Carbamic Acid Ethyl Ester",CCOC(=O)NC,Experimental
"Guanosine",NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,Experimental;Investigational
"3-(4-Benzenesulfonyl-Thiophene-2-Sulfonylamino)-Phenylboronic Acid",OB(O)C1=CC(NS(=O)(=O)C2=CC(=CS2)S(=O)(=O)C2=CC=CC=C2)=CC=C1,Experimental
"Soraphen A",[H]\C1=C([H])/[C@@]([H])(OC)[C@]([H])(CCCC[C@]([H])(OC(=O)[C@@]([H])(C)[C@@]2(O)O[C@]([H])([C@@]([H])(C)[C@]([H])(O)[C@@]2([H])OC)[C@@]1([H])C)C1=CC=CC=C1)OC,Experimental
"Calyculin A",[H][C@@]1(O[C@]2(C[C@@H](O)[C@H](C)[C@H](C\C=C\C3=COC(=N3)[C@@H](C)CCNC(=O)[C@@H](O)[C@@H](O)[C@H](COC)N(C)C)O2)C(C)(C)[C@H]1OP(O)(O)=O)[C@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)\C=C(/C)\C(\C)=C\C=C\C(\C)=C/C#N)OC,Experimental
"4-(Aminosulfonyl)-N-[(3,4,5-Trifluorophenyl)Methyl]-Benzamide",NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC(F)=C(F)C(F)=C1,Experimental
"Gluco-Phenylimidazole",[H][C@]1(CO)N2C=C(N=C2[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O)C1=CC=CC=C1,Experimental
"Biliverdin Ix Gamma Chromophore",[H]\C(=C1\N\C(=C(\[H])C2=NC(=O)C(CCC(O)=O)=C2C)C(C=C)=C1C)C1=C(C=C)C(C)=C(N1)C(\[H])=C1/N=C(O)C(CCC(O)=O)=C1C,Experimental
"Glucosamine 4-Phosphate",N[C@H]1[C@H](O)O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@H]1O,Experimental
"Dansylamide",CN(C)C1=C2C=CC=C(C2=CC=C1)S(N)(=O)=O,Experimental
"D-Mannose 1-Phosphate",OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O,Experimental
"3''-(Beta-Chloroethyl)-2'',4''-Dioxo-3, 5''-Spiro-Oxazolidino-4-Deacetoxy-Vinblastine",[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)(C[C@@]22OC(=O)N(CCCl)C2=O)[C@@]13[H])[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC,Experimental
"3-amino-5-phenylpentane",[H][C@](N)(CCC1=CC=CC=C1)C=CS(=O)(=O)C1=CC=CC=C1,Experimental
"N-Allyl-Aniline",C=CCNC1=CC=CC=C1,Experimental
"3-Butylthiolane 1-Oxide",[H][C@]1(CCCC)CC[S@](=O)C1,Experimental
"Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone",[H][C@]1(N=C(N(C(=O)N2CCN(CCO)CC2)[C@]1([H])C1=CC=C(Br)C=C1)C1=C(OCC)C=C(OC)C=C1)C1=CC=C(Br)C=C1,Experimental
"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One",FC1=CC=C(C(F)=C1)C1=C2CNC(=O)N(C2=CC(=C1)N1CCNCC1)C1=C(Cl)C=CC=C1Cl,Experimental
"CRA_1802",NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(F)=CC=C1[O-],Experimental
"3-(4-Carbamoyl-1-Carboxy-2-Methylsulfonyl-Buta-1,3-Dienylamino)-Indolizine-2-Carboxylic Acid",[H]C(=C([H])C(\CS(=O)=O)=C(\NC1=C(C=O)C=C2C=CC=CN12)C(O)=O)C(O)=N,Experimental
"Arotinoid acid",C\C(=C/C1=CC=C(C=C1)C(O)=O)C1=CC=C2C(=C1)C(C)(C)CCC2(C)C,Experimental
"3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid",[H][C@](CN)(CCC(O)=O)[C@]([H])(CCN)CC(O)=O,Experimental
"2,3-Di-O-Sulfo-Alpha-D-Glucopyranose",[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(OS(O)(=O)=O)[C@@]1([H])OS(O)(=O)=O,Experimental
"N-[(1R)-1-(4-Bromophenyl)ethyl]-5-fluoro-2-hydroxybenzamide",[H]N([C@H](C)C1=CC=C(Br)C=C1)C(=O)C1=C(O)C=CC(F)=C1,Experimental
"4-(4-Hydroxy-3-Isopropylphenylthio)-2-Isopropylphenol",CC(C)C1=CC(SC2=CC=C(O)C(=C2)C(C)C)=CC=C1O,Experimental
"Cyanocinnoline",NCC1=C(N=CC=C(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2N=N1,Experimental
"2',3'-Dideoxycytidine-5'-Monophosphate",NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](COP(O)(O)=O)O1,Experimental
"Beta-Cyclohexyl-Alanine",N[C@@H](CC1CCCCC1)C(O)=O,Experimental
"4-Imino-5-Methidyl-2-Trifluoromethylpyrimidine",FC(F)(F)C1=NC(=N)C(=C)C=N1,Experimental
"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Triphosphate",CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)O[P@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O,Experimental
"FKB-001",COC1=CC(=CC(OC)=C1OC)C(F)(F)C(=O)N1CCCC[C@H]1C(=O)O[C@@H](CCCC1=CC=CC=C1)CCCC1=CN=CC=C1,Experimental
"4-O-(4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Beta-D-Lyxo-Hexopyranosyl)-Alpha-D-Erythro-Hexopyranose",[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Experimental
"6-hydroxyuridine-5'-phosphate",O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1O,Experimental
"Tricyclazole",CC1=C2N3C=NN=C3SC2=CC=C1,Experimental;Investigational
"L-2-Amino-6-Methylene-Pimelic Acid",N[C@@H](CCCC(=C)C(O)=O)C(O)=O,Experimental
"D-Methionine",CSCC[C@@H](N)C(O)=O,Approved;Experimental;Investigational
"Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester",[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OS(=O)(=O)O2,Experimental
"3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol",S\C=C\C[S@](=O)CC=C,Experimental
"Methylthioinosine",CSC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Experimental
"Acetylphosphate",CC(=O)OP(O)(O)=O,Experimental
"(5R)-5-{[(2-Amino-3H-purin-6-yl)oxy]methyl}-2-pyrrolidinone",NC1=NC2=C(N=CN2)C(OC[C@H]2CCC(=O)N2)=N1,Experimental
"N-Carboxymethionine",[H][C@@](CCSC)(NC(O)=O)C(O)=O,Experimental
"alpha-D-mannose 6-phosphate",[H][C@]1(O)O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O,Experimental
"3'-Phosphate-Adenosine-5'-Phosphate Sulfate",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,Experimental
"1,3-bis-([[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-ethyl]-amino-carbonyloxy)-2-amino-propane",NC(CO\C(O)=N\CCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(OC4OC(CO)C(O)C(O)C4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O)CO\C(O)=N\CCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O,Experimental
"Beta-3-Serine",[H][C@](CN)(CO)C(O)=O,Experimental
"N7-(5'-Phospho-alpha-ribosyl)-2-hydroxypurine",O[C@@H]1[C@@H](COP(O)(O)=O)O[C@@H]([C@@H]1O)N1C=NC2=C1C=NC(=O)N2,Experimental
"(2s,4s)-Alpha-Campholinic Acid",[H][C@@]1(C)C(=O)C[C@@]([H])(CC(O)O)C1(C)C,Experimental
"2-Amino-Vinyl-Phosphate",N\C=C\OP(O)(O)=O,Experimental
"RU78783",OP(O)(=O)C(C1=CC=CC=C1)P(O)(O)=O,Experimental
"5-(2-Chlorophenyl)Furan-2-Carboxylic Acid",OC(=O)C1=CC=C(O1)C1=CC=CC=C1Cl,Experimental
