Drug,SMILES,Groups
"Remifentanil",CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,Approved
"Didanosine",OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,Approved
"Methdilazine",CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1,Approved
"Etacrynic acid",CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,Approved;Investigational
"Ondansetron",CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,Approved
"Bimatoprost",CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,Approved;Investigational
"Tiagabine",CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,Approved;Investigational
"Cocaine",[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,Approved;Illicit
"Quinidine",[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,Approved;Investigational
"Zonisamide",NS(=O)(=O)CC1=NOC2=CC=CC=C12,Approved;Investigational
"Paricalcitol",[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O,Approved;Investigational
"Tinidazole",CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,Approved;Investigational
"Repaglinide",CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,Approved;Investigational
"Anileridine",CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1,Approved;Illicit
"Phenformin",NC(=N)NC(=N)NCCC1=CC=CC=C1,Approved;Investigational;Withdrawn
"Amantadine",NC12CC3CC(CC(C3)C1)C2,Approved
"Metronidazole",CC1=NC=C(N1CCO)[N+]([O-])=O,Approved
"Dinoprostone",CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,Approved
"Almotriptan",CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,Approved;Investigational
"Spectinomycin",[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2,Approved;Investigational;VetApproved
"Ketotifen",CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,Approved
"Buprenorphine",CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,Approved;Illicit;Investigational;VetApproved
"Levosimendan",C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,Approved;Investigational
"Ceforanide",[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O,Approved
"Cyclobenzaprine",CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,Approved
"Phenoxybenzamine",CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,Approved
"Famotidine",NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,Approved
"Azacitidine",NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Approved;Investigational
"Misoprostol",CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,Approved
"Metacycline",[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,Approved;Investigational
"Tipranavir",[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O,Approved;Investigational
"Mesoridazine",CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2,Approved;Investigational
"Maprotiline",CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,Approved;Investigational
"Oxymetazoline",CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C,Approved;Investigational
"Salicylic acid",OC(=O)C1=CC=CC=C1O,Approved;Investigational;VetApproved
"Diethylpropion",CCN(CC)C(C)C(=O)C1=CC=CC=C1,Approved;Illicit
"Salmeterol",OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,Approved
"Meclofenamic acid",CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,Approved;VetApproved
"Methantheline",CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12,Approved;Investigational
"Hexafluronium",C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2,Approved
"Cycrimine",OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1,Approved
"Zalcitabine",NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,Approved;Investigational
"Demecarium",CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,Approved
"Acetylsalicylic acid",CC(=O)OC1=CC=CC=C1C(O)=O,Approved;VetApproved
"Phenprocoumon",CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,Approved;Investigational
"Fulvestrant",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],Approved;Investigational
"Mezlocillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O,Approved;Investigational
"Felbamate",NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,Approved
"Fexofenadine",CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Approved;Investigational
"Isoniazid",NNC(=O)C1=CC=NC=C1,Approved;Investigational
"Naratriptan",CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,Approved;Investigational
"Rizatriptan",CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,Approved
"Netilmicin",CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,Approved;Investigational
"Hydrocodone",[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,Approved;Illicit;Investigational
"Norgestimate",[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,Approved;Investigational
"Carboplatin",[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H],Approved
"Methylprednisolone",[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,Approved;VetApproved
"Pindolol",CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,Approved;Investigational
"Mepivacaine",CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,Approved;VetApproved
"Zaleplon",CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,Approved;Illicit;Investigational
"Bromfenac",NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,Approved
"Apraclonidine",NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,Approved
"Telmisartan",CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,Approved;Investigational
"Desloratadine",ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,Approved;Investigational
"Methyldopa",C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,Approved
"Alosetron",CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,Approved;Withdrawn
"Dactinomycin",[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,Approved;Investigational
"Selenium Sulfide",S=[Se]=S,Approved
"Azelastine",CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,Approved
"Ezetimibe",O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1,Approved
"Edetic acid",OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,Approved;VetApproved
"Dipyridamole",OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,Approved
"Telithromycin",[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1,Approved
"Ethinylestradiol",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,Approved
"Lomefloxacin",CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,Approved;Investigational
"Cyclopentolate",CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,Approved
"Ramelteon",CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,Approved;Investigational
"Physostigmine",[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,Approved;Investigational
"Isotretinoin",C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,Approved
"Formoterol",COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,Approved;Investigational
"Nandrolone phenpropionate",[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Approved;Illicit;Investigational
"Dimenhydrinate",CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,Approved
"Glycopyrronium",C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,Approved;Investigational;VetApproved
"Cytarabine",NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Approved;Investigational
"Dopamine",NCCC1=CC(O)=C(O)C=C1,Approved
"Rivastigmine",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,Approved;Investigational
"Exemestane",[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,Approved;Investigational
"Oxaprozin",OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,Approved
"Methyl aminolevulinate",COC(=O)CCC(=O)CN,Approved;Investigational
"Azathioprine",CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,Approved
"Auranofin",CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,Approved;Investigational
"Gabapentin",NCC1(CC(O)=O)CCCCC1,Approved;Investigational
"Doxorubicin",COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,Approved;Investigational
"Frovatriptan",CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,Approved;Investigational
"Hydrochlorothiazide",NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,Approved;VetApproved
"Cyclacillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O,Approved
"Salbutamol",CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,Approved;VetApproved
"Levobupivacaine",CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,Approved;Investigational
"Cromoglicic acid",OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O,Approved
"Ganciclovir",NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,Approved;Investigational
"Hydroxyurea",NC(=O)NO,Approved
"Letrozole",N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,Approved;Investigational
"Tioconazole",ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1,Approved
"Busulfan",CS(=O)(=O)OCCCCOS(C)(=O)=O,Approved;Investigational
"Ketoprofen",CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,Approved;VetApproved
"Edrophonium",CC[N+](C)(C)C1=CC(O)=CC=C1,Approved
"Metyrapone",CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1,Approved;Investigational
"Cinacalcet",C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,Approved
"Clobetasol propionate",[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Approved
"Balsalazide",OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,Approved;Investigational
"Sulfamethoxazole",CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,Approved
"Glyburide",COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,Approved
"Minocycline",[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,Approved;Investigational
"Guanfacine",NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,Approved;Investigational
"Bethanechol",CC(C[N+](C)(C)C)OC(N)=O,Approved
"Isosorbide mononitrate",[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O,Approved
"Trichlormethiazide",NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,Approved;VetApproved
"Phylloquinone",CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,Approved;Investigational
"Felodipine",CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,Approved;Investigational
"Mycophenolic acid",COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,Approved
"Amlexanox",CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1,Approved;Investigational;Withdrawn
"Ketoconazole",CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,Approved;Investigational
"Methoxyflurane",COC(F)(F)C(Cl)Cl,Approved;Investigational;VetApproved
"Irbesartan",CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,Approved;Investigational
"Topotecan",CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,Approved;Investigational
"Ethinamate",NC(=O)OC1(CCCCC1)C#C,Approved;Illicit;Withdrawn
"Probenecid",CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,Approved;Investigational
"Mercaptopurine",S=C1N=CNC2=C1NC=N2,Approved
"Procainamide",CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,Approved
"Tolterodine",CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,Approved;Investigational
"Selegiline",C[C@H](CC1=CC=CC=C1)N(C)CC#C,Approved;Investigational;VetApproved
"Fenofibrate",CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,Approved
"Thalidomide",O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,Approved;Investigational;Withdrawn
"Melphalan",N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,Approved
"Memantine",CC12CC3CC(C)(C1)CC(N)(C3)C2,Approved;Investigational
"Gatifloxacin",COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1,Approved;Investigational
"Rifampicin",CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C,Approved
"Lubiprostone",[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC,Approved;Investigational
"Fluocinonide",[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O,Approved;Investigational
"Abacavir",NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1,Approved;Investigational
"Ibuprofen",CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Approved
"Novobiocin",CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C,Approved;Investigational;VetApproved
"Benzylpenicillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,Approved;VetApproved
"Nitrendipine",CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,Approved;Investigational
"Tocainide",CC(N)C(=O)NC1=C(C)C=CC=C1C,Approved
"Echothiophate",CCOP(=O)(OCC)SCC[N+](C)(C)C,Approved
"Praziquantel",O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,Approved;Investigational;VetApproved
"Norfloxacin",CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Approved
"Amoxicillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,Approved;VetApproved
"Azlocillin",[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1,Approved
"Oxybutynin",CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,Approved;Investigational
"Acetophenazine",CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1,Approved
"Isoprenaline",CC(C)NCC(O)C1=CC(O)=C(O)C=C1,Approved;Investigational
"Melatonin",COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,Approved;Nutraceutical;VetApproved
"Cefditoren",[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,Approved;Investigational
"Glipizide",CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,Approved;Investigational
"Clonazepam",[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,Approved;Illicit
"Promethazine",CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,Approved;Investigational
"Dihydrotachysterol",CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C,Approved
"Atazanavir",COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,Approved;Investigational
"Fludarabine",NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Approved
"Perhexiline",C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,Approved;Investigational
"Diphenhydramine",CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,Approved;Investigational
"Atorvastatin",CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,Approved
"Etidronic acid",CC(O)(P(O)(O)=O)P(O)(O)=O,Approved
"Deslanoside",C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,Approved
"Tegaserod",CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2,Approved;Investigational;Withdrawn
"Vigabatrin",NC(CCC(O)=O)C=C,Approved
"Diphenoxylate",CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,Approved;Illicit
"Streptomycin",CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,Approved;VetApproved
"Orlistat",CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,Approved;Investigational
"Emedastine",CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1,Approved
"Pilocarpine",CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,Approved;Investigational
"Benzocaine",CCOC(=O)C1=CC=C(N)C=C1,Approved;Investigational
"Primaquine",COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,Approved
"Iloprost",[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,Approved;Investigational
"Deserpidine",[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,Approved
"Pentolinium",C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,Approved
"Butenafine",CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12,Approved
"Ouabain",[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,Approved
"Dimethyl sulfoxide",CS(C)=O,Approved;VetApproved
"Fluvastatin",CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12,Approved
"Oxamniquine",CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O,Approved
"Leflunomide",CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,Approved;Investigational
"Rosuvastatin",CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,Approved
"Flucytosine",NC1=C(F)C=NC(=O)N1,Approved;Investigational
"Pimozide",FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,Approved
"Capecitabine",CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,Approved;Investigational
"Arbutamine",O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1,Approved
"Sertraline",CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,Approved
"Sibutramine",CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,Approved;Illicit;Investigational;Withdrawn
"Levocabastine",C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1,Approved;Investigational
"Methyprylon",CCC1(CC)C(=O)NCC(C)C1=O,Approved;Illicit;Withdrawn
"Trilostane",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]23O[C@@H]2C(O)=C(C[C@]13C)C#N,Approved;Investigational;VetApproved;Withdrawn
"Miconazole",ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,Approved;Investigational;VetApproved
"Colistimethate",CCC(C)CCCCC(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC(C(C)O)C(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC1CCNC(=O)C(NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS([O-])(=O)=O)NC1=O)C(C)O,Approved;VetApproved
